AWB,HAWB,Flight_Number,ULD_Number,Origin,Destination,Booking_Date,SHC,Weight_kg,Length_cm,Width_cm,Height_cm,Preferred_ULD,Nature_Of_Goods,PCS,Temp_Required,Priority,Courier_Return,Completed,Consignee_Name
176-61271711,HWB204413,SV252,,DXB,JFK,2026-04-14,AVI,120.18,239,83,124,AKE,Birds,7,No,Medium,False,False,FAST CARGO
176-34563902,HWB321181,SV854,,AMS,CDG,2026-04-14,GEN,839.37,81,167,581,"AKE,PMC",Textiles,76,No,Low,False,True,WORLD FREIGHT
176-32165081,HWB551712,SV968,,AMS,SIN,2026-04-09,GEN,113.65,171,124,396,"AKE,PMC",General Cargo,28,No,Medium,True,False,SKY LOGISTICS
176-98685162,HWB797678,SV775,,MAA,FRA,2026-04-06,GEN,134.57,204,64,114,"AKE,PMC",Textiles,81,No,Medium,True,True,FAST CARGO
176-78847686,HWB724399,SV616,,DOH,CDG,2026-04-19,PER,373.74,195,50,410,"RAP,PMC",Frozen Meat,19,Yes,High,True,False,QATAR PHARMA
176-48891821,HWB793618,SV620,,MAA,SYD,2026-04-19,EAT,601.77,118,94,362,"PMC,RAP",Packed Food,70,No,Medium,False,False,SKY LOGISTICS
176-57788337,HWB647300,SV625,,AMS,SIN,2026-04-29,GEN,769.94,237,161,132,"AKE,PMC",Textiles,57,No,Low,False,False,QATAR PHARMA
176-82490321,HWB149096,SV528,,LHR,LHR,2026-04-09,VAL,9.46,129,51,63,AKE,Jewelry,86,No,High,True,True,SEAFOOD EXPRESS
176-96966644,HWB800431,SV186,,DXB,CDG,2026-04-03,VAL,5.17,79,111,38,AKE,Jewelry,87,No,Low,False,True,SEAFOOD EXPRESS
176-62627379,HWB706701,SV786,,DOH,JFK,2026-04-24,VAL,45.29,199,48,20,AKE,Luxury Watches,82,No,High,False,True,LUXURY EXPORTS
176-21869810,HWB928497,SV694,,LHR,DXB,2026-04-26,GEN,727.71,105,120,264,"AKE,PMC",Retail Goods,55,No,High,False,True,SKY LOGISTICS
176-84250773,HWB685302,SV329,,SIN,FRA,2026-04-23,DGR,177.85,64,93,759,PMC,Lithium Batteries,46,No,High,False,False,SKY LOGISTICS
176-66590557,HWB836111,SV755,,SIN,SYD,2026-04-30,PER,356.0,210,76,284,"RAP,PMC",Milk Products,49,Yes,Medium,True,False,SEAFOOD EXPRESS
176-18691930,HWB565511,SV111,,DXB,CDG,2026-04-05,GEN,302.36,242,141,164,"AKE,PMC",Retail Goods,14,No,Medium,True,True,LUXURY EXPORTS
176-46939031,HWB668977,SV659,,DXB,DXB,2026-04-14,AVI,156.81,79,116,559,AKE,Pets,74,No,High,False,False,FAST CARGO
176-63041305,HWB602816,SV254,,DOH,CDG,2026-04-09,BIG,684.9,101,101,1558,PMC,Industrial Equipment,78,No,Low,True,False,QATAR PHARMA
176-38783232,HWB969999,SV215,,FRA,SYD,2026-04-03,BIG,4248.59,205,139,253,PMC,Oversized Machinery,46,No,Low,True,True,SEAFOOD EXPRESS
176-10056964,HWB458328,SV291,,DXB,DXB,2026-04-14,GEN,271.02,233,178,127,"AKE,PMC",Retail Goods,42,No,Low,True,False,LUXURY EXPORTS
176-58360819,HWB391941,SV868,,SIN,JFK,2026-04-06,HEA,224.51,144,138,102,"PMC,PAG",Human Remains,34,No,High,True,False,LUXURY EXPORTS
176-46721983,HWB129627,SV906,,FRA,JFK,2026-04-10,BIG,642.05,249,75,526,PMC,Industrial Equipment,9,No,Medium,False,True,SKY LOGISTICS
176-83366250,HWB761113,SV142,,FRA,CDG,2026-04-25,COL,177.61,236,60,184,"RAP,RKN",Cool Cargo,52,Yes,Medium,True,True,EMIRATES MEDICAL
176-24037331,HWB925519,SV331,,DOH,LHR,2026-04-28,GEN,470.71,188,128,196,"AKE,PMC",Textiles,24,No,Medium,False,False,SEAFOOD EXPRESS
176-43416963,HWB832829,SV695,,LHR,FRA,2026-04-30,BIG,3484.26,73,65,4307,PMC,Industrial Equipment,40,No,Low,False,False,GLOBAL FOODS
176-98571165,HWB151695,SV213,,MAA,CDG,2026-04-11,PER,236.11,171,99,120,"RAP,PMC",Food Items,93,Yes,Low,True,True,WORLD FREIGHT
176-15971136,HWB468323,SV216,,MAA,JFK,2026-04-29,PER,198.56,79,127,469,"RAP,PMC",Food Items,55,Yes,Low,True,True,SEAFOOD EXPRESS
176-96921883,HWB231872,SV202,,FRA,CDG,2026-04-23,GEN,450.19,214,141,107,"AKE,PMC",Retail Goods,42,No,Medium,True,False,WORLD FREIGHT
176-86826207,HWB415760,SV926,,DXB,LHR,2026-04-21,GEN,96.69,143,47,944,"AKE,PMC",Textiles,75,No,Medium,True,True,EMIRATES MEDICAL
176-84726038,HWB743186,SV545,,LHR,JFK,2026-04-09,PER,499.46,222,109,154,"RAP,PMC",Frozen Meat,7,Yes,Medium,False,False,SKY LOGISTICS
176-66853378,HWB481878,SV601,,DOH,JFK,2026-04-11,GEN,829.18,175,165,324,"AKE,PMC",Retail Goods,69,No,High,False,False,LUXURY EXPORTS
176-13877729,HWB545803,SV233,,DXB,SYD,2026-04-20,GEN,232.67,118,131,359,"AKE,PMC",Retail Goods,34,No,Medium,False,True,SKY LOGISTICS
176-24549026,HWB515750,SV747,,SIN,CDG,2026-04-02,HEA,162.81,201,136,124,"PMC,PAG",Coffins,30,No,High,True,False,SKY LOGISTICS
176-70656527,HWB548981,SV589,,AMS,FRA,2026-04-06,GEN,162.49,170,87,160,"AKE,PMC",Retail Goods,40,No,Medium,True,False,GLOBAL FOODS
176-23410324,HWB196783,SV481,,DOH,CDG,2026-04-09,PER,111.1,234,137,41,"RAP,PMC",Frozen Meat,69,Yes,Low,False,True,QATAR PHARMA
176-73697764,HWB717411,SV628,,LHR,JFK,2026-04-04,EAT,642.66,81,115,453,"PMC,RAP",Dry Foods,64,No,Low,True,True,GLOBAL FOODS
176-69604527,HWB923754,SV113,,DOH,LHR,2026-04-12,GEN,598.95,123,58,1253,"AKE,PMC",Retail Goods,18,No,Low,False,False,SKY LOGISTICS
176-24885782,HWB272620,SV154,,DXB,CDG,2026-04-24,BIG,4153.95,81,108,788,PMC,Industrial Equipment,30,No,Low,False,False,FAST CARGO
176-81442747,HWB150429,SV572,,FRA,LHR,2026-04-13,PIL,136.43,99,137,145,"RAP,RKN,ALF",Pharma,22,Yes,Medium,False,True,EMIRATES MEDICAL
176-41213772,HWB627918,SV432,,SIN,LHR,2026-04-25,GEN,167.24,242,79,314,"AKE,PMC",Retail Goods,7,No,High,False,False,EMIRATES MEDICAL
176-29547737,HWB306369,SV965,,MAA,DXB,2026-04-11,BIG,2153.42,249,139,615,PMC,Oversized Machinery,25,No,High,False,False,WORLD FREIGHT
176-70498656,HWB559683,SV892,,LHR,SYD,2026-04-03,COL,382.03,141,132,171,"RAP,RKN",Cool Cargo,32,Yes,Low,False,True,WORLD FREIGHT
176-82329391,HWB497941,SV801,,DXB,SYD,2026-04-18,GEN,79.17,87,63,1607,"AKE,PMC",General Cargo,61,No,Medium,True,True,GLOBAL FOODS
176-15597221,HWB367313,SV436,,AMS,FRA,2026-04-27,AVI,161.13,61,118,807,AKE,Dogs,5,No,Medium,True,False,SKY LOGISTICS
176-40805436,HWB420427,SV112,,MAA,SYD,2026-04-28,GEN,642.92,173,132,133,"AKE,PMC",Textiles,82,No,Low,True,True,SEAFOOD EXPRESS
176-18987335,HWB983488,SV535,,SIN,SIN,2026-04-29,PIL,168.54,129,66,143,"RAP,RKN,ALF",Vaccines,33,Yes,Medium,False,False,EMIRATES MEDICAL
176-81817250,HWB479198,SV804,,MAA,JFK,2026-04-27,PIL,63.37,93,62,317,"RAP,RKN,ALF",Pharma,80,Yes,High,False,True,QATAR PHARMA
176-99861199,HWB436067,SV346,,AMS,CDG,2026-04-26,BIG,3588.08,107,150,1488,PMC,Oversized Machinery,19,No,Low,False,False,SEAFOOD EXPRESS
176-80825861,HWB639484,SV895,,DXB,SYD,2026-04-19,BIG,3055.54,174,171,525,PMC,Oversized Machinery,40,No,Medium,False,True,WORLD FREIGHT
176-44063535,HWB495147,SV338,,MAA,SYD,2026-04-05,GEN,310.53,164,66,465,"AKE,PMC",General Cargo,94,No,Low,False,False,SKY LOGISTICS
176-97066702,HWB337380,SV706,,LHR,SIN,2026-04-18,GEN,175.59,66,62,691,"AKE,PMC",Textiles,31,No,High,True,True,GLOBAL FOODS
176-31087800,HWB694103,SV315,,DXB,CDG,2026-04-13,BIG,3467.89,150,63,1851,PMC,Oversized Machinery,92,No,Low,True,True,SKY LOGISTICS
176-40872687,HWB284265,SV102,,MAA,DXB,2026-04-06,GEN,92.54,212,123,78,"AKE,PMC",Textiles,67,No,Medium,False,False,SEAFOOD EXPRESS
176-94742266,HWB725859,SV787,,DOH,CDG,2026-04-27,GEN,93.04,158,43,186,"AKE,PMC",Textiles,62,No,Low,False,True,QATAR PHARMA
176-61501475,HWB935567,SV195,,SIN,DXB,2026-04-12,VAL,5.1,134,145,20,AKE,Luxury Watches,31,No,Low,False,False,FAST CARGO
176-16357179,HWB924357,SV594,,SIN,JFK,2026-04-25,BIG,4745.32,159,61,2035,PMC,Oversized Machinery,25,No,Medium,False,False,LUXURY EXPORTS
176-12268507,HWB579245,SV955,,DOH,JFK,2026-04-07,COL,337.03,245,102,44,"RAP,RKN",Cool Cargo,1,Yes,Medium,False,False,SEAFOOD EXPRESS
176-16184377,HWB557086,SV543,,AMS,JFK,2026-04-29,PIL,258.52,206,173,37,"RAP,RKN,ALF",Vaccines,35,Yes,High,True,True,SEAFOOD EXPRESS
176-40171534,HWB395900,SV101,,DOH,JFK,2026-04-03,PER,219.64,103,137,95,"RAP,PMC",Milk Products,42,Yes,High,False,False,WORLD FREIGHT
176-85389807,HWB897136,SV299,,LHR,JFK,2026-04-25,GEN,546.65,103,75,147,"AKE,PMC",Textiles,26,No,Medium,True,False,SEAFOOD EXPRESS
176-80860851,HWB345450,SV652,,LHR,CDG,2026-04-01,GEN,418.99,128,117,342,"AKE,PMC",Textiles,67,No,Low,True,False,WORLD FREIGHT
176-89371251,HWB549581,SV284,,SIN,JFK,2026-04-26,BIG,826.92,128,166,271,PMC,Oversized Machinery,73,No,Medium,False,True,FAST CARGO
176-58117953,HWB576632,SV969,,AMS,CDG,2026-04-14,GEN,71.16,97,56,327,"AKE,PMC",Textiles,72,No,High,False,True,EMIRATES MEDICAL
176-86724177,HWB486446,SV242,,MAA,SYD,2026-05-01,GEN,575.63,102,151,68,"AKE,PMC",Retail Goods,47,No,Medium,False,True,WORLD FREIGHT
176-28517985,HWB611996,SV403,,LHR,CDG,2026-04-22,DGR,255.61,130,147,192,PMC,Chemicals,10,No,High,True,False,GLOBAL FOODS
176-68484362,HWB379205,SV281,,DXB,SIN,2026-04-05,AVI,148.3,136,163,135,AKE,Pets,62,No,Medium,True,False,QATAR PHARMA
176-59182925,HWB379341,SV235,,MAA,SYD,2026-04-09,MAG,270.41,79,132,266,PMC,Magnetized Equipment,88,No,Medium,False,False,QATAR PHARMA
176-87574875,HWB248411,SV229,,DOH,SYD,2026-04-01,PER,274.05,124,103,236,"RAP,PMC",Frozen Meat,64,Yes,High,True,True,GLOBAL FOODS
176-55925432,HWB529925,SV381,,MAA,JFK,2026-04-29,BIG,2296.84,244,166,694,PMC,Oversized Machinery,28,No,High,False,False,SKY LOGISTICS
176-47580770,HWB105302,SV159,,MAA,JFK,2026-04-11,DGR,123.33,212,90,158,PMC,Chemicals,21,No,Low,False,False,FAST CARGO
176-82778882,HWB933451,SV890,,SIN,DXB,2026-04-13,GEN,179.44,177,67,403,"AKE,PMC",Retail Goods,9,No,High,False,True,GLOBAL FOODS
176-33890789,HWB984830,SV574,,DOH,DXB,2026-04-20,GEN,595.64,94,117,888,"AKE,PMC",Textiles,12,No,Medium,True,False,GLOBAL FOODS
176-69134843,HWB155826,SV940,,FRA,SIN,2026-04-08,EAT,628.07,61,141,634,"PMC,RAP",Packed Food,6,No,High,False,True,SEAFOOD EXPRESS
176-74943516,HWB368881,SV817,,DOH,FRA,2026-05-01,AVI,76.5,145,137,53,AKE,Dogs,65,No,Low,False,False,EMIRATES MEDICAL
176-80048631,HWB591074,SV523,,FRA,CDG,2026-04-19,GEN,820.19,144,152,103,"AKE,PMC",Textiles,28,No,Medium,False,True,EMIRATES MEDICAL
176-21823343,HWB754736,SV912,,AMS,CDG,2026-04-14,PER,482.62,145,150,186,"RAP,PMC",Food Items,61,Yes,High,False,True,FAST CARGO
176-54599228,HWB147609,SV257,,SIN,SYD,2026-04-09,HEA,208.8,226,74,127,"PMC,PAG",Coffins,29,No,Low,True,True,WORLD FREIGHT
176-58310738,HWB559119,SV362,,FRA,SYD,2026-04-26,PER,185.33,136,122,273,"RAP,PMC",Food Items,44,Yes,High,False,True,SEAFOOD EXPRESS
176-67615231,HWB569557,SV298,,FRA,CDG,2026-04-24,GEN,980.06,214,91,252,"AKE,PMC",General Cargo,92,No,Medium,False,True,EMIRATES MEDICAL
176-94640648,HWB991090,SV405,,LHR,SIN,2026-04-30,GEN,352.02,182,120,139,"AKE,PMC",Textiles,7,No,Medium,False,True,WORLD FREIGHT
176-58332620,HWB570795,SV734,,SIN,LHR,2026-04-13,PIL,281.75,105,141,152,"RAP,RKN,ALF",Medicines,47,Yes,Medium,True,True,SKY LOGISTICS
176-54735640,HWB902852,SV432,,MAA,DXB,2026-04-18,EAT,594.79,141,114,283,"PMC,RAP",Snacks,81,No,Low,False,True,GLOBAL FOODS
176-72102504,HWB916745,SV619,,LHR,DXB,2026-04-04,GEN,144.74,248,165,42,"AKE,PMC",Textiles,88,No,High,True,False,EMIRATES MEDICAL
176-33776348,HWB276360,SV749,,MAA,JFK,2026-04-02,MAG,285.61,207,102,104,PMC,Magnetized Equipment,30,No,Medium,False,True,SKY LOGISTICS
176-68752116,HWB428987,SV903,,DOH,CDG,2026-04-06,GEN,898.32,143,136,359,"AKE,PMC",Retail Goods,8,No,High,True,False,QATAR PHARMA
176-34574296,HWB463881,SV917,,AMS,FRA,2026-04-28,GEN,353.53,131,140,220,"AKE,PMC",Textiles,76,No,Medium,False,False,QATAR PHARMA
176-23407419,HWB902144,SV553,,AMS,SIN,2026-04-16,PIL,120.63,153,69,273,"RAP,RKN,ALF",Medicines,60,Yes,Low,True,False,LUXURY EXPORTS
176-18826541,HWB150483,SV109,,LHR,LHR,2026-04-25,BIG,626.23,204,91,579,PMC,Oversized Machinery,39,No,Low,True,True,GLOBAL FOODS
176-38791442,HWB549218,SV146,,FRA,CDG,2026-04-02,GEN,313.56,211,179,56,"AKE,PMC",Textiles,98,No,Medium,True,True,EMIRATES MEDICAL
176-97770504,HWB453171,SV730,,FRA,SIN,2026-04-08,BIG,3260.44,106,180,384,PMC,Industrial Equipment,45,No,High,False,False,SKY LOGISTICS
176-64701384,HWB610544,SV683,,FRA,DXB,2026-04-02,GEN,393.28,66,158,157,"AKE,PMC",Textiles,3,No,Medium,False,True,GLOBAL FOODS
176-15917502,HWB916100,SV812,,DXB,JFK,2026-04-09,VAL,19.96,241,93,20,AKE,Luxury Watches,35,No,Low,True,True,FAST CARGO
176-60327438,HWB335959,SV121,,MAA,JFK,2026-04-23,VAL,42.57,172,114,20,AKE,Jewelry,59,No,Medium,True,False,LUXURY EXPORTS
176-11483668,HWB176418,SV605,,DXB,JFK,2026-04-27,GEN,257.07,237,57,495,"AKE,PMC",Retail Goods,33,No,High,False,True,EMIRATES MEDICAL
176-18207186,HWB758229,SV291,,AMS,CDG,2026-04-19,GEN,486.41,164,167,120,"AKE,PMC",Textiles,100,No,High,True,True,EMIRATES MEDICAL
176-14288027,HWB699070,SV140,,AMS,JFK,2026-04-24,PER,442.4,95,117,115,"RAP,PMC",Milk Products,6,Yes,Medium,True,True,SEAFOOD EXPRESS
176-25656264,HWB192679,SV493,,LHR,JFK,2026-04-29,DGR,163.97,121,104,44,PMC,Chemicals,18,No,Low,True,False,LUXURY EXPORTS
176-84689957,HWB928327,SV656,,LHR,LHR,2026-04-19,PIL,133.52,228,79,149,"RAP,RKN,ALF",Pharma,24,Yes,High,True,False,EMIRATES MEDICAL
176-42248411,HWB539437,SV787,,DOH,SIN,2026-04-27,GEN,425.48,243,148,85,"AKE,PMC",General Cargo,89,No,High,False,False,LUXURY EXPORTS
176-13310360,HWB828658,SV710,,DXB,DXB,2026-04-15,DGR,133.94,156,58,182,PMC,Lithium Batteries,15,No,High,False,True,FAST CARGO
176-67908115,HWB834447,SV272,,MAA,FRA,2026-04-07,MAG,237.98,174,162,20,PMC,Magnetized Equipment,9,No,Medium,True,False,QATAR PHARMA
176-25041051,HWB627573,SV547,,DXB,CDG,2026-04-04,COL,209.81,209,142,43,"RAP,RKN",Temperature Goods,43,Yes,Low,True,False,WORLD FREIGHT
176-22642823,HWB500262,SV669,,FRA,DXB,2026-04-23,COL,391.84,196,169,45,"RAP,RKN",Cool Cargo,97,Yes,Medium,True,False,FAST CARGO
176-30746464,HWB633222,SV695,,LHR,SIN,2026-05-01,GEN,570.11,237,147,125,"AKE,PMC",Textiles,36,No,Medium,False,True,GLOBAL FOODS
176-31812203,HWB101278,SV155,,DXB,CDG,2026-04-16,DGR,112.15,199,49,384,PMC,Chemicals,79,No,Medium,True,True,SKY LOGISTICS
176-47235260,HWB392284,SV598,,SIN,FRA,2026-04-03,BIG,4754.81,152,177,240,PMC,Oversized Machinery,94,No,High,True,True,SEAFOOD EXPRESS
176-11370078,HWB805824,SV229,,AMS,FRA,2026-04-23,PER,330.91,212,61,296,"RAP,PMC",Milk Products,2,Yes,High,True,True,QATAR PHARMA
176-27609439,HWB236927,SV834,,LHR,JFK,2026-04-08,PER,474.84,87,103,421,"RAP,PMC",Frozen Meat,17,Yes,Low,True,True,LUXURY EXPORTS
176-27534576,HWB627788,SV195,,LHR,LHR,2026-04-25,MAG,98.49,228,130,92,PMC,Magnetized Equipment,53,No,Medium,False,True,QATAR PHARMA
176-89842205,HWB342020,SV948,,LHR,JFK,2026-04-23,COL,395.31,102,51,224,"RAP,RKN",Temperature Goods,46,Yes,Medium,True,True,SKY LOGISTICS
176-90291052,HWB194014,SV525,,AMS,SYD,2026-04-06,HEA,110.66,204,142,70,"PMC,PAG",Human Remains,61,No,Medium,False,True,SKY LOGISTICS
176-13915350,HWB376478,SV353,,DOH,FRA,2026-04-04,AVI,154.83,144,150,168,AKE,Pets,36,No,High,False,False,SKY LOGISTICS
176-25906873,HWB540191,SV598,,MAA,CDG,2026-04-07,GEN,589.11,87,42,2246,"AKE,PMC",General Cargo,47,No,Medium,False,False,SEAFOOD EXPRESS
176-61427497,HWB345228,SV817,,LHR,SIN,2026-04-02,PIL,288.51,85,106,298,"RAP,RKN,ALF",Medicines,74,Yes,Low,False,False,LUXURY EXPORTS
176-44190049,HWB415100,SV771,,MAA,JFK,2026-04-25,GEN,338.04,116,170,181,"AKE,PMC",Retail Goods,51,No,High,False,True,FAST CARGO
176-91137087,HWB495238,SV271,,LHR,SIN,2026-04-21,VAL,21.42,192,96,20,AKE,Gold,22,No,Medium,True,False,GLOBAL FOODS
176-65154850,HWB797790,SV240,,DOH,FRA,2026-04-07,GEN,330.74,174,135,98,"AKE,PMC",Retail Goods,84,No,Low,False,False,SKY LOGISTICS
176-15273520,HWB659730,SV852,,LHR,CDG,2026-04-21,GEN,695.22,160,158,342,"AKE,PMC",Textiles,80,No,High,False,True,FAST CARGO
176-98317278,HWB729968,SV684,,AMS,JFK,2026-04-03,MAG,127.78,233,168,65,PMC,Magnetized Equipment,29,No,High,False,True,SKY LOGISTICS
176-71865387,HWB295726,SV474,,AMS,DXB,2026-05-01,MAG,291.42,98,128,236,PMC,Magnetized Equipment,69,No,High,True,True,EMIRATES MEDICAL
176-42331122,HWB181315,SV180,,AMS,SYD,2026-04-23,GEN,951.9,66,163,121,"AKE,PMC",Retail Goods,86,No,Low,False,False,QATAR PHARMA
176-72666858,HWB916171,SV845,,LHR,FRA,2026-04-28,PER,492.06,86,115,209,"RAP,PMC",Milk Products,87,Yes,Medium,False,False,WORLD FREIGHT
176-46004061,HWB856805,SV890,,AMS,LHR,2026-04-26,PIL,196.71,166,61,270,"RAP,RKN,ALF",Medicines,47,Yes,High,False,False,WORLD FREIGHT
176-77483298,HWB500878,SV926,,MAA,JFK,2026-04-20,GEN,423.38,89,76,1386,"AKE,PMC",General Cargo,36,No,High,True,True,LUXURY EXPORTS
176-11062915,HWB700505,SV440,,DOH,CDG,2026-04-30,PER,247.98,149,119,177,"RAP,PMC",Frozen Meat,66,Yes,High,False,True,SEAFOOD EXPRESS
176-87271371,HWB499808,SV506,,SIN,SYD,2026-04-12,AVI,45.67,147,156,214,AKE,Birds,24,No,High,True,True,WORLD FREIGHT
176-88987309,HWB224427,SV372,,DXB,JFK,2026-04-23,PER,154.68,112,173,127,"RAP,PMC",Food Items,37,Yes,High,False,True,FAST CARGO
176-52511436,HWB423953,SV318,,AMS,SYD,2026-04-10,GEN,943.91,183,129,353,"AKE,PMC",General Cargo,58,No,Low,False,True,WORLD FREIGHT
176-12425579,HWB131444,SV646,,AMS,FRA,2026-04-29,GEN,149.04,181,64,791,"AKE,PMC",Textiles,16,No,Medium,False,True,SKY LOGISTICS
176-22398776,HWB684037,SV387,,SIN,SIN,2026-04-15,GEN,125.43,172,155,283,"AKE,PMC",General Cargo,47,No,Low,False,True,SEAFOOD EXPRESS
176-97306866,HWB811681,SV610,,MAA,DXB,2026-04-28,DGR,408.88,141,57,207,PMC,Lithium Batteries,25,No,Low,True,True,SEAFOOD EXPRESS
176-69687908,HWB585280,SV563,,DXB,CDG,2026-04-08,PER,450.12,136,51,617,"RAP,PMC",Frozen Meat,52,Yes,Low,False,False,FAST CARGO
176-18314171,HWB777071,SV947,,MAA,SYD,2026-04-30,GEN,494.63,241,69,120,"AKE,PMC",Textiles,90,No,Medium,True,False,GLOBAL FOODS
176-79678327,HWB790262,SV146,,MAA,DXB,2026-04-21,GEN,931.19,65,127,522,"AKE,PMC",General Cargo,62,No,Low,True,True,GLOBAL FOODS
176-36154680,HWB225740,SV535,,MAA,CDG,2026-04-28,PER,174.52,225,67,189,"RAP,PMC",Frozen Meat,30,Yes,Low,True,True,SEAFOOD EXPRESS
176-32075919,HWB136786,SV303,,MAA,SIN,2026-04-16,DGR,412.76,233,82,189,PMC,Lithium Batteries,80,No,Medium,False,True,SEAFOOD EXPRESS
176-35029865,HWB703574,SV843,,AMS,SYD,2026-04-21,GEN,911.16,249,102,48,"AKE,PMC",Retail Goods,32,No,Medium,True,False,LUXURY EXPORTS
176-32679569,HWB258100,SV755,,AMS,SYD,2026-04-05,BIG,3572.98,192,84,1719,PMC,Industrial Equipment,30,No,Low,True,True,QATAR PHARMA
176-39804324,HWB919838,SV462,,DXB,SIN,2026-04-23,PER,245.44,201,80,179,"RAP,PMC",Food Items,55,Yes,Medium,True,False,QATAR PHARMA
176-71621333,HWB147774,SV623,,DXB,JFK,2026-04-18,DGR,228.69,144,149,213,PMC,Lithium Batteries,16,No,Low,True,True,SEAFOOD EXPRESS
176-63207360,HWB204623,SV462,,AMS,SYD,2026-04-05,GEN,143.74,178,99,307,"AKE,PMC",Textiles,29,No,Low,True,True,WORLD FREIGHT
176-45183616,HWB660078,SV980,,SIN,SYD,2026-04-30,COL,338.13,163,87,203,"RAP,RKN",Temperature Goods,62,Yes,High,False,False,EMIRATES MEDICAL
176-39083765,HWB824410,SV256,,DXB,SIN,2026-05-01,GEN,187.89,107,150,611,"AKE,PMC",Textiles,66,No,High,True,False,EMIRATES MEDICAL
176-85977102,HWB261777,SV834,,DOH,FRA,2026-04-28,GEN,378.8,161,47,1309,"AKE,PMC",Textiles,81,No,High,True,False,SEAFOOD EXPRESS
176-55303025,HWB321316,SV480,,AMS,DXB,2026-04-20,GEN,408.18,248,90,375,"AKE,PMC",Retail Goods,32,No,Low,False,True,GLOBAL FOODS
176-76005098,HWB389175,SV207,,DOH,SIN,2026-04-13,BIG,1016.33,175,149,245,PMC,Oversized Machinery,63,No,Low,False,True,EMIRATES MEDICAL
176-11818925,HWB792051,SV173,,DXB,SYD,2026-04-05,HEA,118.3,159,41,478,"PMC,PAG",Coffins,23,No,Medium,True,False,SEAFOOD EXPRESS
176-59039804,HWB504872,SV164,,SIN,FRA,2026-04-22,GEN,592.37,240,94,331,"AKE,PMC",Retail Goods,61,No,High,False,False,EMIRATES MEDICAL
176-98541856,HWB170561,SV477,,MAA,JFK,2026-04-21,VAL,4.56,112,111,20,AKE,Luxury Watches,35,No,High,True,False,LUXURY EXPORTS
176-22257297,HWB704223,SV838,,LHR,CDG,2026-04-22,PIL,117.9,240,56,142,"RAP,RKN,ALF",Medicines,76,Yes,Medium,False,False,LUXURY EXPORTS
176-28399621,HWB119042,SV359,,DXB,JFK,2026-04-26,GEN,107.19,207,66,602,"AKE,PMC",General Cargo,86,No,High,True,False,GLOBAL FOODS
176-19837032,HWB311587,SV685,,DXB,SYD,2026-04-10,GEN,742.52,197,87,105,"AKE,PMC",Textiles,56,No,Low,False,False,WORLD FREIGHT
176-38939951,HWB177797,SV268,,LHR,JFK,2026-04-16,PIL,59.08,153,123,153,"RAP,RKN,ALF",Vaccines,30,Yes,High,True,True,WORLD FREIGHT
176-55515767,HWB829235,SV690,,FRA,CDG,2026-04-15,BIG,2252.32,110,157,1396,PMC,Industrial Equipment,84,No,Low,False,False,FAST CARGO
176-86727686,HWB832203,SV809,,SIN,SIN,2026-04-22,BIG,4711.86,89,107,2994,PMC,Oversized Machinery,78,No,High,False,False,EMIRATES MEDICAL
176-87607161,HWB767873,SV442,,DXB,SIN,2026-04-24,GEN,79.33,231,165,147,"AKE,PMC",General Cargo,19,No,High,True,True,GLOBAL FOODS
176-60752545,HWB385514,SV389,,FRA,FRA,2026-04-16,PER,436.87,195,120,175,"RAP,PMC",Frozen Meat,37,Yes,Medium,True,True,QATAR PHARMA
176-51093489,HWB424205,SV657,,AMS,SYD,2026-04-13,GEN,449.82,212,139,205,"AKE,PMC",Retail Goods,64,No,Medium,False,False,WORLD FREIGHT
176-37018872,HWB504390,SV455,,LHR,FRA,2026-04-27,PER,453.93,216,140,44,"RAP,PMC",Food Items,33,Yes,Medium,True,True,SEAFOOD EXPRESS
176-36733466,HWB139463,SV702,,AMS,JFK,2026-04-16,GEN,385.35,210,69,503,"AKE,PMC",Retail Goods,73,No,Medium,True,False,WORLD FREIGHT
176-58062483,HWB244025,SV682,,AMS,JFK,2026-04-21,GEN,154.41,149,130,346,"AKE,PMC",General Cargo,42,No,High,True,False,WORLD FREIGHT
176-31677773,HWB654713,SV264,,LHR,JFK,2026-04-04,MAG,51.99,177,84,95,PMC,Magnetized Equipment,55,No,Medium,True,True,LUXURY EXPORTS
176-85107047,HWB981323,SV683,,DOH,LHR,2026-04-28,BIG,1804.91,232,116,672,PMC,Industrial Equipment,45,No,Medium,False,False,FAST CARGO
176-49213035,HWB881534,SV326,,SIN,FRA,2026-04-28,PER,488.95,217,61,302,"RAP,PMC",Frozen Meat,10,Yes,Medium,True,False,FAST CARGO
176-44692423,HWB389184,SV692,,LHR,LHR,2026-05-01,EAT,464.48,232,74,349,"PMC,RAP",Packed Food,74,No,Medium,False,False,QATAR PHARMA
176-85344093,HWB279660,SV249,,DXB,DXB,2026-04-23,DGR,391.58,140,70,435,PMC,Lithium Batteries,65,No,Medium,True,False,FAST CARGO
176-80113322,HWB710939,SV978,,SIN,DXB,2026-04-25,AVI,140.42,121,118,257,AKE,Dogs,21,No,High,True,False,SKY LOGISTICS
176-15818570,HWB602194,SV434,,SIN,SYD,2026-04-16,GEN,706.71,89,86,266,"AKE,PMC",Textiles,45,No,High,False,False,LUXURY EXPORTS
